        bh_dthr         |      bh_dthr_fim       | bh_chave | bh_variacao |   flag    | flagest | resnorm | rgalr | valest  |  valor  
 2020-02-02 00:05:24-03 | 2020-02-02 00:05:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15164.8 | 15163.7
 2020-02-02 00:05:28-03 | 2020-02-02 00:05:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15164.8 | 15176.2
 2020-02-02 00:05:32-03 | 2020-02-02 00:05:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15164.8 |   15174
 2020-02-02 00:05:36-03 | 2020-02-02 00:05:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15164.8 | 15164.8
 2020-02-02 00:05:40-03 | 2020-02-02 00:05:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15164.8 | 15157.5
 2020-02-02 00:05:48-03 | 2020-02-02 00:05:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15157.5 | 15124.9
 2020-02-02 00:05:52-03 | 2020-02-02 00:05:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15157.5 | 15125.1
 2020-02-02 00:05:56-03 | 2020-02-02 00:06:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15157.5 | 15134.9
 2020-02-02 00:06:00-03 | 2020-02-02 00:06:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15157.5 | 15135.8
 2020-02-02 00:06:04-03 | 2020-02-02 00:06:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15135.8 | 15125.8
 2020-02-02 00:06:08-03 | 2020-02-02 00:06:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15135.8 | 15124.7
 2020-02-02 00:06:12-03 | 2020-02-02 00:06:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15135.8 | 15122.5
 2020-02-02 00:06:16-03 | 2020-02-02 00:06:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15135.8 | 15114.5
 2020-02-02 00:06:24-03 | 2020-02-02 00:06:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15114.5 | 15109.2
 2020-02-02 00:06:28-03 | 2020-02-02 00:06:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15114.5 | 15103.8
 2020-02-02 00:06:32-03 | 2020-02-02 00:06:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15114.5 | 15133.6
 2020-02-02 00:06:36-03 | 2020-02-02 00:06:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15114.5 | 15134.1
 2020-02-02 00:06:44-03 | 2020-02-02 00:06:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15134.1 | 15138.3
 2020-02-02 00:06:52-03 | 2020-02-02 00:06:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15134.1 |   15150
 2020-02-02 00:06:56-03 | 2020-02-02 00:07:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15134.1 | 15153.5
 2020-02-02 00:07:04-03 | 2020-02-02 00:07:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15153.5 | 15146.9
 2020-02-02 00:07:08-03 | 2020-02-02 00:07:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15153.5 | 15143.2
 2020-02-02 00:07:12-03 | 2020-02-02 00:07:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15153.5 | 15133.3
 2020-02-02 00:07:16-03 | 2020-02-02 00:07:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15153.5 |   15128
 2020-02-02 00:07:20-03 | 2020-02-02 00:07:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15153.5 | 15119.9
 2020-02-02 00:07:28-03 | 2020-02-02 00:07:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15119.9 | 15130.6
 2020-02-02 00:07:32-03 | 2020-02-02 00:07:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15119.9 | 15127.8
 2020-02-02 00:07:36-03 | 2020-02-02 00:07:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15119.9 | 15126.6
 2020-02-02 00:07:40-03 | 2020-02-02 00:07:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15119.9 |   15125
 2020-02-02 00:07:44-03 | 2020-02-02 00:07:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   15125 | 15125.1
 2020-02-02 00:07:52-03 | 2020-02-02 00:08:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   15125 | 15112.5
 2020-02-02 00:08:00-03 | 2020-02-02 00:08:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   15125 | 15117.9
 2020-02-02 00:08:04-03 | 2020-02-02 00:08:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15117.9 | 15107.4
 2020-02-02 00:08:08-03 | 2020-02-02 00:08:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15117.9 | 15115.3
 2020-02-02 00:08:12-03 | 2020-02-02 00:08:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15117.9 | 15096.4
 2020-02-02 00:08:16-03 | 2020-02-02 00:08:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15117.9 | 15094.6
 2020-02-02 00:08:20-03 | 2020-02-02 00:08:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15117.9 | 15126.3
 2020-02-02 00:08:28-03 | 2020-02-02 00:08:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15126.3 | 15110.9
 2020-02-02 00:08:32-03 | 2020-02-02 00:08:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15126.3 | 15099.7
 2020-02-02 00:08:36-03 | 2020-02-02 00:08:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15126.3 | 15100.5
 2020-02-02 00:08:40-03 | 2020-02-02 00:08:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15126.3 | 15097.5
 2020-02-02 00:08:44-03 | 2020-02-02 00:08:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15097.5 | 15099.1
 2020-02-02 00:08:48-03 | 2020-02-02 00:08:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15097.5 | 15103.6
 2020-02-02 00:08:56-03 | 2020-02-02 00:09:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15097.5 |   15063
 2020-02-02 00:09:00-03 | 2020-02-02 00:09:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15097.5 | 15059.2
 2020-02-02 00:09:04-03 | 2020-02-02 00:09:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15059.2 | 15056.8
 2020-02-02 00:09:08-03 | 2020-02-02 00:09:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15059.2 | 15032.4
 2020-02-02 00:09:12-03 | 2020-02-02 00:09:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15059.2 | 15030.8
 2020-02-02 00:09:16-03 | 2020-02-02 00:09:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15059.2 | 15024.3
 2020-02-02 00:09:20-03 | 2020-02-02 00:09:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15059.2 | 15025.9
 2020-02-02 00:09:24-03 | 2020-02-02 00:09:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15025.9 | 15022.3
 2020-02-02 00:09:28-03 | 2020-02-02 00:09:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15025.9 | 15019.6
 2020-02-02 00:09:36-03 | 2020-02-02 00:09:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15025.9 | 15001.6
 2020-02-02 00:09:44-03 | 2020-02-02 00:09:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.6 | 15000.9
 2020-02-02 00:09:48-03 | 2020-02-02 00:09:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.6 |   14987
 2020-02-02 00:09:52-03 | 2020-02-02 00:09:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.6 | 15000.5
 2020-02-02 00:09:56-03 | 2020-02-02 00:10:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.6 | 15005.4
 2020-02-02 00:10:04-03 | 2020-02-02 00:10:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15006.9 | 14975.3
 2020-02-02 00:10:08-03 | 2020-02-02 00:10:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15006.9 |   14974
 2020-02-02 00:10:12-03 | 2020-02-02 00:10:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15006.9 | 14964.1
 2020-02-02 00:10:16-03 | 2020-02-02 00:10:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15006.9 | 14959.3
 2020-02-02 00:10:20-03 | 2020-02-02 00:10:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15006.9 | 14960.8
 2020-02-02 00:10:24-03 | 2020-02-02 00:10:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 14960.8 | 14978.8
 2020-02-02 00:10:32-03 | 2020-02-02 00:10:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 14960.8 | 15008.1
 2020-02-02 00:10:36-03 | 2020-02-02 00:10:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 14960.8 | 15008.8
 2020-02-02 00:10:40-03 | 2020-02-02 00:10:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 14960.8 | 15053.4
 2020-02-02 00:10:44-03 | 2020-02-02 00:10:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15053.4 | 15057.1
 2020-02-02 00:10:52-03 | 2020-02-02 00:10:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15053.4 | 15047.9
 2020-02-02 00:10:56-03 | 2020-02-02 00:11:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15053.4 |   15051
 2020-02-02 00:11:00-03 | 2020-02-02 00:11:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15053.4 | 15058.2
 2020-02-02 00:11:04-03 | 2020-02-02 00:11:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15058.2 | 15053.4
 2020-02-02 00:11:08-03 | 2020-02-02 00:11:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15058.2 | 15045.6
 2020-02-02 00:11:12-03 | 2020-02-02 00:11:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15058.2 | 15051.7
 2020-02-02 00:11:16-03 | 2020-02-02 00:11:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15058.2 | 15050.5
 2020-02-02 00:11:20-03 | 2020-02-02 00:11:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15058.2 | 15045.3
 2020-02-02 00:11:24-03 | 2020-02-02 00:11:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15045.1 | 15054.3
 2020-02-02 00:11:32-03 | 2020-02-02 00:11:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15045.1 | 15037.8
 2020-02-02 00:11:36-03 | 2020-02-02 00:11:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15045.1 | 15029.8
 2020-02-02 00:11:40-03 | 2020-02-02 00:11:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15045.1 | 15044.8
 2020-02-02 00:11:44-03 | 2020-02-02 00:11:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15044.8 | 15042.7
 2020-02-02 00:11:52-03 | 2020-02-02 00:11:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15044.8 | 15046.6
 2020-02-02 00:11:56-03 | 2020-02-02 00:12:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15044.8 | 15044.8
 2020-02-02 00:12:00-03 | 2020-02-02 00:12:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15044.8 | 15043.5
 2020-02-02 00:12:04-03 | 2020-02-02 00:12:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15043.5 | 15031.6
 2020-02-02 00:12:08-03 | 2020-02-02 00:12:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15043.5 |   15059
 2020-02-02 00:12:12-03 | 2020-02-02 00:12:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15043.5 | 15060.2
 2020-02-02 00:12:20-03 | 2020-02-02 00:12:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15043.5 | 15063.8
 2020-02-02 00:12:24-03 | 2020-02-02 00:12:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15051.4 | 15043.3
 2020-02-02 00:12:32-03 | 2020-02-02 00:12:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15051.4 | 15036.9
 2020-02-02 00:12:40-03 | 2020-02-02 00:12:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15051.4 | 15023.1
 2020-02-02 00:12:44-03 | 2020-02-02 00:12:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15023.1 |   15024
 2020-02-02 00:12:48-03 | 2020-02-02 00:12:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15023.1 | 15016.7
 2020-02-02 00:12:52-03 | 2020-02-02 00:13:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15023.1 | 15019.3
 2020-02-02 00:13:00-03 | 2020-02-02 00:13:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15023.1 | 15030.2
 2020-02-02 00:13:08-03 | 2020-02-02 00:13:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15030.2 | 15020.9
 2020-02-02 00:13:12-03 | 2020-02-02 00:13:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15030.2 | 15013.4
 2020-02-02 00:13:16-03 | 2020-02-02 00:13:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15030.2 | 15008.2
 2020-02-02 00:13:20-03 | 2020-02-02 00:13:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15030.2 | 15001.7
 2020-02-02 00:13:24-03 | 2020-02-02 00:13:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.7 | 15012.5
 2020-02-02 00:13:28-03 | 2020-02-02 00:13:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.7 |   15012
 2020-02-02 00:13:32-03 | 2020-02-02 00:13:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.7 | 15012.1
 2020-02-02 00:13:36-03 | 2020-02-02 00:13:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.7 | 15011.9
 2020-02-02 00:13:40-03 | 2020-02-02 00:13:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15001.7 | 15032.5
 2020-02-02 00:13:44-03 | 2020-02-02 00:13:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15032.5 | 15034.1
 2020-02-02 00:13:48-03 | 2020-02-02 00:13:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15032.5 | 15045.2
 2020-02-02 00:13:52-03 | 2020-02-02 00:13:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15032.5 | 15045.4
 2020-02-02 00:13:56-03 | 2020-02-02 00:14:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15032.5 | 15041.7
 2020-02-02 00:14:00-03 | 2020-02-02 00:14:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15032.5 | 15039.7
 2020-02-02 00:14:08-03 | 2020-02-02 00:14:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15039.7 | 15036.4
 2020-02-02 00:14:12-03 | 2020-02-02 00:14:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15039.7 | 15034.4
 2020-02-02 00:14:16-03 | 2020-02-02 00:14:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15039.7 | 15033.5
 2020-02-02 00:14:20-03 | 2020-02-02 00:14:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15039.7 | 15031.5
 2020-02-02 00:14:24-03 | 2020-02-02 00:14:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15031.5 | 15030.7
 2020-02-02 00:14:32-03 | 2020-02-02 00:14:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15031.5 | 15025.1
 2020-02-02 00:14:36-03 | 2020-02-02 00:14:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15031.5 | 15031.8
 2020-02-02 00:14:44-03 | 2020-02-02 00:14:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15031.8 |   15031
 2020-02-02 00:14:48-03 | 2020-02-02 00:14:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15031.8 | 15036.9
 2020-02-02 00:14:52-03 | 2020-02-02 00:14:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15031.8 | 15035.2
 2020-02-02 00:14:56-03 | 2020-02-02 00:15:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 15031.8 | 15029.2
