        bh_dthr         |      bh_dthr_fim       | bh_chave | bh_variacao |   flag    | flagest | resnorm | rgalr | valest  |  valor  
 2020-02-06 00:02:48-03 | 2020-02-06 00:02:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16520.1 | 16543.7
 2020-02-06 00:02:52-03 | 2020-02-06 00:02:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16520.1 |   16539
 2020-02-06 00:02:56-03 | 2020-02-06 00:03:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16539 | 16538.9
 2020-02-06 00:03:00-03 | 2020-02-06 00:03:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16539 | 16556.2
 2020-02-06 00:03:08-03 | 2020-02-06 00:03:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16539 | 16521.6
 2020-02-06 00:03:12-03 | 2020-02-06 00:03:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16539 | 16523.1
 2020-02-06 00:03:20-03 | 2020-02-06 00:03:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16523.1 | 16534.4
 2020-02-06 00:03:28-03 | 2020-02-06 00:03:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16523.1 | 16535.6
 2020-02-06 00:03:32-03 | 2020-02-06 00:03:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16523.1 | 16521.8
 2020-02-06 00:03:40-03 | 2020-02-06 00:03:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16521.8 | 16504.6
 2020-02-06 00:03:44-03 | 2020-02-06 00:03:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16521.8 | 16534.1
 2020-02-06 00:03:48-03 | 2020-02-06 00:03:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16521.8 | 16521.6
 2020-02-06 00:03:52-03 | 2020-02-06 00:03:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16521.8 | 16525.1
 2020-02-06 00:03:56-03 | 2020-02-06 00:04:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16525.1 | 16520.1
 2020-02-06 00:04:00-03 | 2020-02-06 00:04:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16525.1 | 16520.9
 2020-02-06 00:04:04-03 | 2020-02-06 00:04:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16525.1 | 16517.1
 2020-02-06 00:04:08-03 | 2020-02-06 00:04:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16525.1 | 16448.9
 2020-02-06 00:04:12-03 | 2020-02-06 00:04:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16525.1 | 16461.2
 2020-02-06 00:04:16-03 | 2020-02-06 00:04:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16461.2 | 16449.8
 2020-02-06 00:04:20-03 | 2020-02-06 00:04:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16461.2 | 16424.6
 2020-02-06 00:04:28-03 | 2020-02-06 00:04:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16461.2 | 16418.3
 2020-02-06 00:04:32-03 | 2020-02-06 00:04:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16461.2 | 16421.1
 2020-02-06 00:04:36-03 | 2020-02-06 00:04:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.1 | 16421.4
 2020-02-06 00:04:40-03 | 2020-02-06 00:04:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.1 | 16445.8
 2020-02-06 00:04:44-03 | 2020-02-06 00:04:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.1 | 16441.5
 2020-02-06 00:04:48-03 | 2020-02-06 00:04:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.1 | 16413.8
 2020-02-06 00:04:52-03 | 2020-02-06 00:04:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.1 | 16412.6
 2020-02-06 00:04:56-03 | 2020-02-06 00:05:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16412.6 | 16406.6
 2020-02-06 00:05:00-03 | 2020-02-06 00:05:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16412.6 | 16416.3
 2020-02-06 00:05:08-03 | 2020-02-06 00:05:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16412.6 | 16405.1
 2020-02-06 00:05:12-03 | 2020-02-06 00:05:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16412.6 | 16404.8
 2020-02-06 00:05:16-03 | 2020-02-06 00:05:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16404.8 | 16407.3
 2020-02-06 00:05:20-03 | 2020-02-06 00:05:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16404.8 | 16420.4
 2020-02-06 00:05:28-03 | 2020-02-06 00:05:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16404.8 | 16419.2
 2020-02-06 00:05:32-03 | 2020-02-06 00:05:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16404.8 | 16425.7
 2020-02-06 00:05:36-03 | 2020-02-06 00:05:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16425.7 | 16439.3
 2020-02-06 00:05:40-03 | 2020-02-06 00:05:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16425.7 | 16435.4
 2020-02-06 00:05:44-03 | 2020-02-06 00:05:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16425.7 |   16437
 2020-02-06 00:05:48-03 | 2020-02-06 00:05:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16425.7 | 16449.4
 2020-02-06 00:05:56-03 | 2020-02-06 00:06:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16449.4 | 16455.8
 2020-02-06 00:06:00-03 | 2020-02-06 00:06:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16449.4 | 16471.1
 2020-02-06 00:06:08-03 | 2020-02-06 00:06:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16449.4 | 16464.2
 2020-02-06 00:06:20-03 | 2020-02-06 00:06:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16464.2 | 16427.3
 2020-02-06 00:06:28-03 | 2020-02-06 00:06:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16464.2 | 16435.1
 2020-02-06 00:06:32-03 | 2020-02-06 00:06:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16464.2 | 16434.1
 2020-02-06 00:06:36-03 | 2020-02-06 00:06:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16434.1 | 16433.4
 2020-02-06 00:06:40-03 | 2020-02-06 00:06:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16434.1 | 16456.6
 2020-02-06 00:06:48-03 | 2020-02-06 00:06:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16434.1 | 16475.4
 2020-02-06 00:06:52-03 | 2020-02-06 00:06:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16434.1 | 16477.8
 2020-02-06 00:06:56-03 | 2020-02-06 00:07:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16477.8 | 16489.4
 2020-02-06 00:07:00-03 | 2020-02-06 00:07:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16477.8 | 16494.1
 2020-02-06 00:07:04-03 | 2020-02-06 00:07:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16477.8 | 16495.1
 2020-02-06 00:07:08-03 | 2020-02-06 00:07:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16477.8 | 16500.2
 2020-02-06 00:07:12-03 | 2020-02-06 00:07:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16477.8 | 16489.6
 2020-02-06 00:07:16-03 | 2020-02-06 00:07:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16489.6 | 16499.2
 2020-02-06 00:07:24-03 | 2020-02-06 00:07:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16489.6 | 16496.6
 2020-02-06 00:07:28-03 | 2020-02-06 00:07:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16489.6 | 16482.6
 2020-02-06 00:07:32-03 | 2020-02-06 00:07:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16489.6 | 16474.6
 2020-02-06 00:07:36-03 | 2020-02-06 00:07:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16474.6 | 16467.2
 2020-02-06 00:07:40-03 | 2020-02-06 00:07:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16474.6 | 16472.9
 2020-02-06 00:07:48-03 | 2020-02-06 00:07:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16474.6 | 16473.4
 2020-02-06 00:07:52-03 | 2020-02-06 00:08:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16474.6 | 16466.2
 2020-02-06 00:08:00-03 | 2020-02-06 00:08:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16466.2 | 16463.5
 2020-02-06 00:08:08-03 | 2020-02-06 00:08:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16466.2 | 16396.1
 2020-02-06 00:08:16-03 | 2020-02-06 00:08:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16396.1 | 16402.5
 2020-02-06 00:08:20-03 | 2020-02-06 00:08:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16396.1 |   16407
 2020-02-06 00:08:28-03 | 2020-02-06 00:08:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16396.1 | 16373.1
 2020-02-06 00:08:32-03 | 2020-02-06 00:08:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16396.1 | 16361.3
 2020-02-06 00:08:36-03 | 2020-02-06 00:08:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16361.3 | 16369.3
 2020-02-06 00:08:40-03 | 2020-02-06 00:08:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16361.3 | 16364.7
 2020-02-06 00:08:48-03 | 2020-02-06 00:08:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16361.3 | 16351.5
 2020-02-06 00:08:52-03 | 2020-02-06 00:08:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16361.3 | 16352.4
 2020-02-06 00:08:56-03 | 2020-02-06 00:09:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16352.4 | 16371.1
 2020-02-06 00:09:00-03 | 2020-02-06 00:09:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16352.4 | 16378.9
 2020-02-06 00:09:08-03 | 2020-02-06 00:09:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16352.4 | 16382.2
 2020-02-06 00:09:12-03 | 2020-02-06 00:09:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16352.4 | 16383.2
 2020-02-06 00:09:16-03 | 2020-02-06 00:09:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16383.2 | 16381.6
 2020-02-06 00:09:20-03 | 2020-02-06 00:09:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16383.2 | 16368.8
 2020-02-06 00:09:28-03 | 2020-02-06 00:09:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16383.2 |   16401
 2020-02-06 00:09:36-03 | 2020-02-06 00:09:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16401 | 16395.2
 2020-02-06 00:09:40-03 | 2020-02-06 00:09:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16401 | 16383.5
 2020-02-06 00:09:48-03 | 2020-02-06 00:09:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16401 | 16389.9
 2020-02-06 00:09:52-03 | 2020-02-06 00:09:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16401 | 16390.5
 2020-02-06 00:09:56-03 | 2020-02-06 00:10:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16390.5 | 16386.8
 2020-02-06 00:10:00-03 | 2020-02-06 00:10:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16390.5 | 16382.7
 2020-02-06 00:10:08-03 | 2020-02-06 00:10:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16390.5 | 16375.3
 2020-02-06 00:10:12-03 | 2020-02-06 00:10:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16390.5 | 16374.9
 2020-02-06 00:10:16-03 | 2020-02-06 00:10:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16374.9 | 16375.8
 2020-02-06 00:10:20-03 | 2020-02-06 00:10:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16374.9 | 16369.8
 2020-02-06 00:10:24-03 | 2020-02-06 00:10:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16374.9 | 16381.9
 2020-02-06 00:10:28-03 | 2020-02-06 00:10:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16374.9 | 16381.3
 2020-02-06 00:10:36-03 | 2020-02-06 00:10:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16381.3 | 16400.9
 2020-02-06 00:10:40-03 | 2020-02-06 00:10:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16381.3 | 16405.4
 2020-02-06 00:10:48-03 | 2020-02-06 00:10:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16381.3 | 16393.3
 2020-02-06 00:10:56-03 | 2020-02-06 00:11:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16393.3 | 16392.9
 2020-02-06 00:11:00-03 | 2020-02-06 00:11:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16393.3 | 16396.2
 2020-02-06 00:11:04-03 | 2020-02-06 00:11:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16393.3 | 16397.2
 2020-02-06 00:11:08-03 | 2020-02-06 00:11:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16393.3 | 16424.8
 2020-02-06 00:11:12-03 | 2020-02-06 00:11:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16393.3 | 16427.9
 2020-02-06 00:11:16-03 | 2020-02-06 00:11:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16427.9 | 16443.1
 2020-02-06 00:11:24-03 | 2020-02-06 00:11:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16427.9 | 16426.1
 2020-02-06 00:11:28-03 | 2020-02-06 00:11:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16427.9 | 16424.8
 2020-02-06 00:11:32-03 | 2020-02-06 00:11:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16427.9 | 16421.8
 2020-02-06 00:11:36-03 | 2020-02-06 00:11:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.8 | 16406.2
 2020-02-06 00:11:40-03 | 2020-02-06 00:11:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.8 | 16399.7
 2020-02-06 00:11:44-03 | 2020-02-06 00:11:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.8 | 16401.7
 2020-02-06 00:11:48-03 | 2020-02-06 00:11:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16421.8 | 16402.7
 2020-02-06 00:11:56-03 | 2020-02-06 00:12:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16402.7 | 16379.2
 2020-02-06 00:12:00-03 | 2020-02-06 00:12:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16402.7 | 16373.4
 2020-02-06 00:12:08-03 | 2020-02-06 00:12:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16402.7 | 16346.7
 2020-02-06 00:12:16-03 | 2020-02-06 00:12:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16346.7 |   16354
 2020-02-06 00:12:20-03 | 2020-02-06 00:12:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16346.7 | 16356.2
 2020-02-06 00:12:28-03 | 2020-02-06 00:12:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16346.7 | 16356.5
 2020-02-06 00:12:36-03 | 2020-02-06 00:12:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16356.5 | 16350.8
 2020-02-06 00:12:40-03 | 2020-02-06 00:12:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16356.5 | 16354.3
 2020-02-06 00:12:44-03 | 2020-02-06 00:12:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16356.5 | 16346.6
 2020-02-06 00:12:48-03 | 2020-02-06 00:12:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16356.5 | 16340.4
 2020-02-06 00:12:52-03 | 2020-02-06 00:12:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16356.5 | 16340.9
 2020-02-06 00:12:56-03 | 2020-02-06 00:13:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16340.9 | 16290.3
 2020-02-06 00:13:00-03 | 2020-02-06 00:13:04-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16340.9 | 16296.1
 2020-02-06 00:13:04-03 | 2020-02-06 00:13:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16340.9 | 16292.7
 2020-02-06 00:13:08-03 | 2020-02-06 00:13:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16340.9 | 16302.9
 2020-02-06 00:13:12-03 | 2020-02-06 00:13:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16340.9 |   16299
 2020-02-06 00:13:16-03 | 2020-02-06 00:13:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16299 | 16281.5
 2020-02-06 00:13:20-03 | 2020-02-06 00:13:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16299 | 16272.3
 2020-02-06 00:13:24-03 | 2020-02-06 00:13:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16299 |   16273
 2020-02-06 00:13:28-03 | 2020-02-06 00:13:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16299 | 16279.4
 2020-02-06 00:13:32-03 | 2020-02-06 00:13:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 |   16299 | 16283.5
 2020-02-06 00:13:36-03 | 2020-02-06 00:13:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16283.5 | 16294.8
 2020-02-06 00:13:40-03 | 2020-02-06 00:13:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16283.5 | 16293.7
 2020-02-06 00:13:48-03 | 2020-02-06 00:13:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16283.5 | 16286.2
 2020-02-06 00:13:52-03 | 2020-02-06 00:13:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16283.5 | 16276.8
 2020-02-06 00:13:56-03 | 2020-02-06 00:14:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16276.8 | 16273.7
 2020-02-06 00:14:00-03 | 2020-02-06 00:14:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16276.8 | 16289.1
 2020-02-06 00:14:08-03 | 2020-02-06 00:14:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16276.8 | 16302.1
 2020-02-06 00:14:16-03 | 2020-02-06 00:14:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16302.1 | 16321.8
 2020-02-06 00:14:20-03 | 2020-02-06 00:14:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16302.1 |   16326
 2020-02-06 00:14:24-03 | 2020-02-06 00:14:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16302.1 | 16327.9
 2020-02-06 00:14:28-03 | 2020-02-06 00:14:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16302.1 | 16344.4
 2020-02-06 00:14:36-03 | 2020-02-06 00:14:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16344.4 | 16334.9
 2020-02-06 00:14:40-03 | 2020-02-06 00:14:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16344.4 | 16339.3
 2020-02-06 00:14:44-03 | 2020-02-06 00:14:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16344.4 | 16335.8
 2020-02-06 00:14:48-03 | 2020-02-06 00:14:52-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16344.4 | 16332.8
 2020-02-06 00:14:52-03 | 2020-02-06 00:14:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16344.4 | 16333.5
 2020-02-06 00:14:56-03 | 2020-02-06 00:15:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16333.5 | 16307.9
 2020-02-06 00:15:00-03 | 2020-02-06 00:15:08-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16333.5 |   16166
 2020-02-06 00:15:08-03 | 2020-02-06 00:15:12-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16333.5 | 16166.6
 2020-02-06 00:15:12-03 | 2020-02-06 00:15:16-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16333.5 | 16183.4
 2020-02-06 00:15:16-03 | 2020-02-06 00:15:20-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16183.4 | 16184.6
 2020-02-06 00:15:20-03 | 2020-02-06 00:15:24-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16183.4 | 16181.8
 2020-02-06 00:15:24-03 | 2020-02-06 00:15:28-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16183.4 | 16184.8
 2020-02-06 00:15:28-03 | 2020-02-06 00:15:32-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16183.4 | 16226.9
 2020-02-06 00:15:32-03 | 2020-02-06 00:15:36-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16183.4 | 16222.4
 2020-02-06 00:15:36-03 | 2020-02-06 00:15:40-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16222.4 |   16209
 2020-02-06 00:15:40-03 | 2020-02-06 00:15:44-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16222.4 | 16208.5
 2020-02-06 00:15:44-03 | 2020-02-06 00:15:48-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16222.4 | 16210.8
 2020-02-06 00:15:48-03 | 2020-02-06 00:15:56-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16222.4 | 16233.3
 2020-02-06 00:15:56-03 | 2020-02-06 00:16:00-03 |    24875 |           3 | 134240392 |       2 |       0 |     4 | 16233.3 | 16233.6
